dim_esdc_grp.esdcs,fact_alert.alert_id,fact_alert.original_text,fact_alert.source_link,fact_alert.caption,dim_internal_topic_grp.internal_topics,alert_top_threshold.top_threshold__sort_,alert_top_threshold.top_threshold,fact_alert.translated_text,dim_auto_alert_modelset.modelset_name,dim_source.source,primary_source_channel.channel,fact_alert.has_tagged_company,fact_alert.location_name,dim_internal_place.country,fact_alert.location_parsed,fact_alert.alert_caption_ai_summary
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",2479269334108980737-1781761730878-1,"Dark Storm Team targets the website of Ministry of Interior - KSA
 Proof of downtime - https://check-host.net/check-report/42307774kf58
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,Dark Storm Team hacking group claims DDoS attack against Ministry of Interior - KSA website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Kota Kinabalu International Airport (BKI), 134, Aras 5 邮政, 编码:, 88740 Kota Kinabalu, Sabah, Malaysia",Malaysia,"5.923283,116.0512391","Dark Storm Team hacking group claims to have launched a DDoS attack against the Ministry of Interior - KSA website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",51094040797491757-1781761733715-1,"Dark Storm Team targets the website of Balady Platform
 Proof of Downtime : https://check-host.net/check-report/42306370kede
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,Dark Storm Team hacking group claims DDoS attack against Balady Platform website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Kota Kinabalu International Airport (BKI), 134, Aras 5 邮政, 编码:, 88740 Kota Kinabalu, Sabah, Malaysia",Malaysia,"5.923283,116.0512391","Dark Storm Team claims responsibility for a DDoS attack on Balady Platform's website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",9043443220494467725966-1781755768500-1,"Dark Strom Team targets the website of Ukraine Maybuttya
 Proof of downtime: https://check-host.net/check-report/422eeca5kfcc
Event Category: DDoS Attack",https://t.me/Darkstormteam22/266,Dark Storm Team hacking group claims DDoS attack against Ukraine Maybuttya website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Mykolaiv, Mykolaiv Oblast, Ukraine, 54000",Ukraine,"46.9660801,32.003246","Dark Storm Team hacking group claims responsibility for a DDoS attack on Ukraine's Maybuttya website, according to local sources."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",30337097348943764754959-1781835698382-1,"CASH NETWORK targets the website of MoneyCat
 Proof of downtime: https://check-host.net/check-report/4243a497k4de
Event Category: DDoS Attack",https://t.me/cashnetworkc2/399,Cash Network hacking group claims DDoS attack against MoneyCat website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155","Cash Network hacking group claims responsibility for a DDoS attack on the MoneyCat website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",191786195402111159285-1781858458001-1,"ZAHER INFINITY targets the website of DAILYNEWS ONLINE
 Proof of Downtime : https://check-host.net/check-report/424487cak5ff
Event Category: DDoS Attack",https://t.me/zaher_infinity01/391,Zaher Infinity hacking group claims DDoS attack against DAILYNEWS ONLINE website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Suki Teenoi, 18 Thanon Ratchadaphisek, Khwaeng Huai Khwang, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",Thailand,"13.7857395,100.5774351",Zaher Infinity hacking group claims DDoS attack against DAILYNEWS ONLINE website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",203711492190487699-1781856950806-1,"ZAHER INFINITY targets the website of Satri Phatthalung School
 Proof of downtime: https://check-host.net/check-report/4244450ckfb0
Event Category: DDoS Attack",https://t.me/zaher_infinity01/391,Zaher Infinity hacking group claims DDoS attack against Satri Phatthalung School website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"250 Thanon Rames, Tambon Khuha Sawan, Amphoe Muang Phatthalung, Chang Wat Phatthalung 93000, Thailand",Thailand,"7.6142965,100.0696786",Zaher Infinity hacking group claims responsibility for a DDoS attack on the Satri Phatthalung School website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",316874713364705198-1781759417142-1,"Dark Storm Team targets the website of Riyadh Airports
 Proof of downtime - https://check-host.net/check-report/42304fdek2ad
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,Dark Storm Team hacking group claims DDoS attack against Riyadh Airports website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Kota Kinabalu International Airport (BKI), 134, Aras 5 邮政, 编码:, 88740 Kota Kinabalu, Sabah, Malaysia",Malaysia,"5.923283,116.0512391","Dark Storm Team claims responsibility for a DDoS attack on Riyadh Airports' website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",56286794791632611662486-1781762140619-1,"Dark Storm Team targets the website of Ministry of Finance, Saudi Arabia
 Proof of downtime - https://check-host.net/check-report/42307f8dk22c
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,"Dark Storm Team hacking group claims DDoS attack against Ministry of Finance, Saudi Arabia website: Local Source.","Cyber - DDoS - Attack Vector, Cyber - Government Buildings - Cyber-Physical, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Kota Kinabalu International Airport (BKI), 134, Aras 5 邮政, 编码:, 88740 Kota Kinabalu, Sabah, Malaysia",Malaysia,"5.923283,116.0512391","Dark Storm Team claims to have launched a DDoS attack against the Saudi Arabian Ministry of Finance's website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",69612749920934941987-1781769619263-1,"NoName targets the website of City of Dunkirk
 Proof of Downtime: check-host.net/check-report/423355d4kf51
Event Category: DDoS Attack",https://t.me/nnm05716english/2249,Pro-Russia NoName05716 hacking group claims DDoS attack against City of Dunkirk website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Dunkirk, NY, USA",United States of America,"42.4795019,-79.3339324",Pro-Russia NoName05716 hacking group claims DDoS attack against City of Dunkirk website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",120004643298780139706-1781795515579-1,"BD Anonymous targets the website of Qatar Ministry of Interior
 Proof of downtime: https://check-host.net/check-report/4239f81fk559
Event Category: DDoS Attack",https://t.me/httpstmeVI8Cr1np5kxhyjd5/185?single,BD Anonymous hacking group claims DDoS attack against Qatar Ministry of Interior website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Doha, Qatar",Qatar,"25.2854473,51.5310398","The BD Anonymous hacking group has claimed responsibility for a DDoS attack on the Qatar Ministry of Interior's website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",665860805243104733046117-1781757719481-1,"Dark Storm Team targets the website of SUMY TELECOMSYSTEMS
 Proof of Downtime: https://check-host.net/check-report/422edc61ke47
Event Category: DDoS Attack",https://t.me/Darkstormteam22/266,Dark Storm Team hacking group claims DDoS attack against SUMY TELECOMSYSTEMS website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Mykolaiv, Mykolaiv Oblast, Ukraine, 54000",Ukraine,"46.9660801,32.003246",Dark Storm Team claims responsibility for a DDoS attack on SUMY TELECOMSYSTEMS' website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",96021345325795412-1781759832189-1,"Dark Storm Team targets the website of King Khalid International
 Proof of downtime -  https://check-host.net/check-report/42305c14k4fa
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,Dark Storm Team hacking group claims DDoS attack against King Khalid International website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155","Dark Storm Team claims responsibility for a DDoS attack on King Khalid International's website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",757871754211084767-1781769649488-1,"NoName targets the website of High Commission of the Republic
 Proof of downtime: check-host.net/check-report/42336058ka09
Event Category: DDoS Attack",https://t.me/nnm05716english/2249,Pro-Russia NoName05716 hacking group claims DDoS attack against High Commission of the Republic website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Pl. Charles Valentin, 59140 Dunkerque, France",France,"51.0377131,2.3770092",Pro-Russia NoName05716 hacking group claims DDoS attack against High Commission of the Republic website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",35970132445791608277-1781784968478-1,"RipperSec targets the website of Standards Institution of Israel
 The group claims to have taken down the website of Standards Institution of Israel.
Event Category: DDoS Attack",https://t.me/c/2875163062/1506,RipperSec hacking group claims to have taken down Standards Institution of Israel website with DDoS attack: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Chaim Levanon St 42, Tel Aviv-Yafo, 6997701, Israel",Israel,"32.1094633,34.8027077",RipperSec hacking group claims to have taken down Standards Institution of Israel website with DDoS attack.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",030089876481959022309466-1781769402986-1,"NoName targets the website of State services in Moselle
 Proof of downtime: check-host.net/check-report/42336042ke3a
Event Category: DDoS Attack",https://t.me/nnm05716english/2249,Pro-Russia NoName05716 hacking group claims DDoS attack against State services in Moselle website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155",Pro-Russia NoName05716 hacking group claims DDoS attack against State services in Moselle website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",970501990943783988121-1781755093262-1,"Dark Strom Team targets the website of KRUK UAV Operator Training Center
 Proof of downtime: https://check-host.net/check-report/422ef70ckeb8
Event Category: DDoS Attack",https://t.me/Darkstormteam22/266,Dark Storm Team hacking group claims DDoS attack against KRUK UAV Operator Training Center website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Kyiv, Ukraine",Ukraine,"50.4503596,30.5245025",Dark Storm Team claims DDoS attack on KRUK UAV Operator Training Center website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",313864808518724-1781758886917-1,"Dark Storm Team targets the website of Saudi National Portal
 Proof of downtime - https://check-host.net/check-report/423088e4k9fb
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,Dark Storm Team hacking group claims DDoS attack against Saudi National Portal website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Government Buildings - Cyber-Physical, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,Yes,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155","Dark Storm Team claims responsibility for a DDoS attack on Saudi National Portal website, according to local sources."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",33191647985339628-1781854563576-1,"NoName targets the website of Parlement de Wallonie
 Proof of downtime: https://check-host.net/check-report/42483fc6k428
Event Category: DDoS Attack",https://t.me/nnm05716english/2257,Pro-Russia NoName05716 hacking group claims DDoS attack against Parlement de Wallonie website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Rue Emile Mazy 25/27 5100, 5020 Namur, Belgium",Belgium,"50.4587861,4.7940794",Pro-Russia NoName05716 hacking group claims DDoS attack against Parlement de Wallonie website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",9072498248589461811156-1781757341958-1,"Dark Storm Team targets the website of Triolan
 Proof of downtime: https://check-host.net/check-report/422ee98fkaf0
Event Category: DDoS Attack",https://t.me/Darkstormteam22/266,Dark Storm Team hacking group claims DDoS attack against Triolan website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Mykolaiv, Mykolaiv Oblast, Ukraine, 54000",Ukraine,"46.9660801,32.003246",Dark Storm Team claims responsibility for a DDoS attack on Triolan's website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",840834245238712277969-1781759646574-1,"Dark Storm Team targets the website of King Fahd International Airport
 Proof of downtime - https://check-host.net/check-report/423053cbk7a6
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,Dark Storm Team hacking group claims DDoS attack against King Fahd International Airport website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155","Dark Storm Team claims responsibility for a DDoS attack on King Fahd International Airport's website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",72990442843432890-1781761229241-1,"Dark Storm Team targets the website of Eastern Province Municipality
 Proof of Downtime : https://check-host.net/check-report/42306840k49b
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,Dark Storm Team hacking group claims DDoS attack against Eastern Province Municipality website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155","Dark Storm Team hacking group claims responsibility for a DDoS attack on the Eastern Province Municipality website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",940812497227323224363-1781769111199-1,"NoName targets the website of Prefecture of Seine-Maritime
 Proof of Downtime: check-host.net/check-report/42335164kd78
Event Category: DDoS Attack",https://t.me/nnm05716english/2249,Pro-Russia NoName05716 hacking group claims DDoS attack against Prefecture of Seine-Maritime website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"76000 Rouen, France",France,"49.4464909,1.0976001",Pro-Russia NoName05716 hacking group claims DDoS attack against Prefecture of Seine-Maritime website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",887774744997807835924-1781872241092-1,"RipperSec targets the website of Jet Fiber
 The group claims to have take down the site of Jet Fiber.
Event Category: DDoS Attack",https://t.me/c/2875163062/1508,RipperSec hacking group claims DDoS attack against Jet Fiber website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,Israel,Israel,"31.046051,34.851612","RipperSec hacking group claims responsibility for a DDoS attack on Jet Fiber's website, according to a local source."
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",737576908408179714647-1781760960828-1,"Dark Storm Team targets the website of Jeddah Governorate Municipality Electronic Portal
 Proof of Downtime : https://check-host.net/check-report/42306d4ek6d
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,Dark Storm Team hacking group claims DDoS attack against Jeddah Governorate Municipality Electronic Portal website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Government Buildings - Cyber-Physical, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Kota Kinabalu International Airport (BKI), 134, Aras 5 邮政, 编码:, 88740 Kota Kinabalu, Sabah, Malaysia",Malaysia,"5.923283,116.0512391",Dark Storm Team claims DDoS attack on Jeddah Governorate Municipality Electronic Portal website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",701182498030985381-1781868729253-1,"NoName targets the website of BELSPO
 Proof of downtime : https://check-host.net/check-report/424c2408kc7f
Event Category: DDoS Attack",https://t.me/nnm05716english/2258,Pro-Russia NoName05716 hacking group claims DDoS attack against BELSPO website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"Rue de la Loi 25, 1000 Bruxelles, Belgium",Belgium,"50.8451877,4.3699667",Pro-Russia NoName05716 hacking group claims DDoS attack against BELSPO website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",7594984874137417560-1781858679949-1,"NoName targets the website of hbs-acc.economie.fgov.be
 Proof of Downtime: check-host.net/check-report/42483ee9ke36
Event Category: DDoS Attack",https://t.me/nnm05716english/2257,Pro-Russia NoName05716 hacking group claims DDoS attack against hbs-acc.economie.fgov.be website: Local Source.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,Yes,"Brussels, Belgium",Belgium,"50.8477029,4.3572001",Pro-Russia NoName05716 hacking group claims DDoS attack against Belgian government website hbs-acc.economie.fgov.be.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Industry Threats - Banking & Financial Services",95316405592724780-1781759143555-1,"Dark Storm Team targets the website of Bank Albilad
 Proof of downtime - https://check-host.net/check-report/423042b0k576
Event Category: DDoS Attack",https://t.me/Darkstormteam22/267,Dark Storm Team hacking group claims DDoS attack against Bank Albilad website: Local Source.,"+ Cyber - Banking & Financial Services - Industry Threats, Cyber - Banks - Cyber-Physical, Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,tg,chatter,No,"King Fahd International Airport (DMM), King Fahd Road, King Fahd International Airport, Dammam 32567, Saudi Arabia",Saudi Arabia,"26.4699659,49.7984353",Dark Storm Team claims responsibility for a DDoS attack on Bank Albilad's website.
"ESDC - Cyber - DDoS, ESDC - Cyber - Network Disruptions, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Industry Threats - Media & Entertainment",82384485439542215668-1781870381526-1,"NoName targets the website of BV Newspaper
 Proof of downtime : https://check-host.net/check-report/424c23adkda3",https://check-host.net/check-report/424c23adkda3,Pro-Russia NoName05716 hacking group claims DDoS attack against BV Newspaper website: Sensor.,"+ Cyber - Media & Entertainment - Industry Threats, Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector",3,Local Urgent,,dgm_falconfeeds_ddos,check host,sensor,No,"Rue de la Science 8, 1000 Bruxelles, Belgium",Belgium,"50.8414721,4.3706453",Pro-Russia NoName05716 hacking group claims DDoS attack against BV Newspaper website.
"ESDC - Cyber - DDoS, ESDC - Key Nation Economic Activity Russia, ESDC - Media Coverage, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Industry Threats - Banking & Financial Services",33845675639839429-1781763000863-1,DDoSia target: www.afd.fr (http2) - GET /fr/recherche?words=$_1,https://www.afd.fr/fr/recherche?words=$_1,Pro-Russia NoName05716 hacking group adds Agence Française de Développement domain www.afd.fr to target list for planned DDoS attack: Local News Outlet.,"+ Cyber - Banking & Financial Services - Industry Threats, + Media Coverage, Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Financials - Diversified Banks & Asset Management, Russia - Economic",4,Signal,,dgm_mds_ddosia_target,afd,localnews,Yes,"Columbia, SC, USA",United States of America,"34.010775,-81.037685",Pro-Russia hacking group NoName05716 has added the Agence Française de Développement (afd.fr) to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDC - Leisure - Hotels, Resorts, & Cruises, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",5871409354165285-1781849401087-1,DDoSia target: www.federation-wallonie-bruxelles.be (http) - POST /contacter-la-fw-b/contact/?tx_powermail_pi1%5BmailID%5D=440&cHash=7ce4256f8fea0f82e9766da31c8c186d,https://www.federation-wallonie-bruxelles.be/contacter-la-fw-b/contact/?tx_powermail_pi1%5BmailID%5D=440&cHash=7ce4256f8fea0f82e9766da31c8c186d,Pro-Russia NoName05716 hacking group adds F?d?ration Wallonie-Bruxelles SA domain www.federation-wallonie-bruxelles.be to target list for planned DDoS attack: Corporate.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors, Leisure - Hotels, Resorts, & Cruises",4,Signal,,dgm_mds_ddosia_target,federation wallonie-bruxelles,corp,Yes,"Molenbeek-Saint-Jean, Belgium",Belgium,"50.8594222,4.3430131",Pro-Russia hacking group NoName05716 has added the Fédération Wallonie-Bruxelles SA domain to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",37415381571199961763386-1781849401086-1,DDoSia target: data.gov.be (http) - POST /nl/contact,https://data.gov.be/nl/contact,Pro-Russia NoName05716 hacking group adds data.gov.be to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,data.gov,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444","Pro-Russia hacking group NoName05716 has added data.gov.be to its target list for a planned DDoS attack, targeting the Government."
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",099704561844142948502-1781849401082-1,DDoSia target: idp.iamfas.belgium.be (http) - POST /fasui/api/login/totpservice/username-password,https://idp.iamfas.belgium.be/fasui/api/login/totpservice/username-password,Pro-Russia NoName05716 hacking group adds idp.iamfas.belgium.be to target list for planned DDoS attack: Corporate.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoS attack target: idp.iamfas.belgium.be (http) - POST /fasui/api/login/totpservice/username-password,dgm_mds_ddosia_target,belgian federal government,corp,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added idp.iamfas.belgium.be to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",35280496656938965392859-1781763000858-1,DDoSia target: www.afd.fr (http2) - GET /fr/communiques-de-presse?page=$_5,https://www.afd.fr/fr/communiques-de-presse?page=$_5,Pro-Russia NoName05716 hacking group adds www.afd.fr to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.afd.fr (http2) - GET /fr/press-releases?page=$_5,dgm_mds_ddosia_target,afd,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444","Pro-Russia hacking group NoName05716 has added the website of the French far-right party ""Alternative for France"" (www.afd.fr) to its target list for a planned DDoS attack."
