dim_esdc_grp.esdcs,fact_alert.alert_id,fact_alert.original_text,fact_alert.source_link,fact_alert.caption,dim_internal_topic_grp.internal_topics,alert_top_threshold.top_threshold__sort_,alert_top_threshold.top_threshold,fact_alert.translated_text,dim_auto_alert_modelset.modelset_name,dim_source.source,primary_source_channel.channel,fact_alert.has_tagged_company,fact_alert.location_name,dim_internal_place.country,fact_alert.location_parsed,fact_alert.alert_caption_ai_summary
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",43130379503079085961781800348235-1781800348235-1,"Emergency management has reported significant to major flooding across the county with several water rescues ongoing. Between 6 and 10 inches of rain have already fallen and torrential downpours will continue over the next few hours.
THIS IS A LIFE-THREATENING SITUATION. SEEK HIGHER GROUND NOW. DO NOT attempt to drive through water-covered roads.",https://www.facebook.com/NWSMobile/posts/pfbid02ihomfvcVLntSL41KfBCPAQXz2vPh1DtzNR4VLBeqycqELDquqNuGPCqJtf1v2DNJl,"Multiple water rescues ongoing as Flash Flood Emergency declared in Stone County, MS: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",1,Global Urgent,"Emergency management has reported significant to major flooding across the county with several water rescues ongoing. Between 6 and 10 inches of rain have already fallen and torrential downpours will continue over the next few hours.
THIS IS A LIFE-THREATENING SITUATION. SEEK HIGHER GROUND NOW. DO NOT attempt to drive through water-covered roads.",,fb,gov,No,"Stone County, MS area",United States of America,"30.78,-89.11","A Flash Flood Emergency has been declared in Stone County, MS, with multiple water rescues currently underway."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1873208885-1781805660000-3,"Widespread flooding has hit Samreboi in the Wassa Amenfi West Municipality of the Western Region, affecting several homes and disrupting daily activities.  #ChannelOneNews #Samreboi #GhanaNews",https://twitter.com/Channel1TVGHA/status/2067668917774942509,"Houses partially submerged due to flooding in Samreboi, Ghana: Local News Outlet Video.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Infrastructure - Education, Natural Disasters, Roadways - Physical",1,Global Urgent,,,twitter,localnews,No,"Samreboi, Ghana",Ghana,"5.6165557,-2.5618993","Flooding in Samreboi, Ghana has caused houses to be partially submerged, as seen in a video from a local news outlet."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1988027284-1781869804000-3,Flooding in Stone County on MS 15 between Spring Lake Rd and Cutoff Rd. Expect delays in both directions. | #MShwys | https://t.co/rzeAKlz1q5,https://www.MDOTtraffic.com/?a=562208_1,"Flooding prompts traffic delays on Mississippi 15 between Spring Lake Road and Cutoff Road in Stone County, MS: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,mdot traffic,gov,No,"MS-15, Mississippi, USA",United States of America,"32.7010631,-89.1465159","Flooding on Mississippi 15 between Spring Lake Road and Cutoff Road in Stone County, MS, is causing traffic delays."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",3890446758742663401781794149056-1781794149056-1,https://www.facebook.com/wxxv25/posts/pfbid02qR2nYzrADHmCdqHUpf9AUp56LqeuERfPGFZmYuMaHM3zUdAU3qioVWpqb1FNExBml?comment_id=2838314893195681&__cft__[0]=AZY_MBbiLF-ppJAtrbOmAWzk3yjiyT1gdX3_kd3efTT3D8fdyB8Fo5naehd6-sAgrLzZulY_UI-6dtsSV5JyV1j6IbbKClPbgx3c3TeQ-DDPMvbUjkbpNRsGp_Fweyprnk5QKgbGafdavV0GJYeAjqpSx2jBzTJ_ZgjM_jxZTxrriS7P3_zjO2wedFNthdzMCSU&__cft__[1]=AZaSMDZpz2ytQ2EUc9LT--XZEvDPmmwxs3-USDl63-BR684pwtLc4tuz_ld0HC7l3UIYh0aEBybmNYHT87p92bnl03bqHPrmCx1aGDzLesJ11KgG0r8e9TNdJ85lnPXoxezUMxGyFaWnHN5n8jNwRv4T9EgPZf7jYHGgTAaA71JS1Q&__tn__=R]-R,https://www.facebook.com/wxxv25/posts/pfbid02qR2nYzrADHmCdqHUpf9AUp56LqeuERfPGFZmYuMaHM3zUdAU3qioVWpqb1FNExBml?comment_id=2838314893195681&__cft__[0]=AZY_MBbiLF-ppJAtrbOmAWzk3yjiyT1gdX3_kd3efTT3D8fdyB8Fo5naehd6-sAgrLzZulY_UI-6dtsSV5JyV1j6IbbKClPbgx3c3TeQ-DDPMvbUjkbpNRsGp_Fweyprnk5QKgbGafdavV0GJYeAjqpSx2jBzTJ_ZgjM_jxZTxrriS7P3_zjO2wedFNthdzMCSU&__cft__[1]=AZaSMDZpz2ytQ2EUc9LT--XZEvDPmmwxs3-USDl63-BR684pwtLc4tuz_ld0HC7l3UIYh0aEBybmNYHT87p92bnl03bqHPrmCx1aGDzLesJ11KgG0r8e9TNdJ85lnPXoxezUMxGyFaWnHN5n8jNwRv4T9EgPZf7jYHGgTAaA71JS1Q&__tn__=R]-R,"Area flooded on Highway 49 between Perk Beach bridge and Inda Road in Perkinston, MS: Local Source.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",3,Local Urgent,https://www.facebook.com/wxxv25/posts/pfbid02qR2nYzrADHmCdqHUpf9AUp56LqeuERfPGFZmYuMaHM3zUdAU3qioVWpqb1FNExBml?comment_id=2838314893195681&__cft__[0]=AZY_MBbiLF-ppJAtrbOmAWzk3yjiyT1gdX3_kd3efTT3D8fdyB8Fo5naehd6-sAgrLzZulY_UI-6dtsSV5JyV1j6IbbKClPbgx3c3TeQ-DDPMvbUjkbpNRsGp_Fweyprnk5QKgbGafdavV0GJYeAjqpSx2jBzTJ_ZgjM_jxZTxrriS7P3_zjO2wedFNthdzMCSU&__cft__[1]=AZaSMDZpz2ytQ2EUc9LT--XZEvDPmmwxs3-USDl63-BR684pwtLc4tuz_ld0HC7l3UIYh0aEBybmNYHT87p92bnl03bqHPrmCx1aGDzLesJ11KgG0r8e9TNdJ85lnPXoxezUMxGyFaWnHN5n8jNwRv4T9EgPZf7jYHGgTAaA71JS1Q&__tn__=R]-R,,fb,chatter,No,"Highway 49, Perkinston, MS, USA",United States of America,"30.7823417,-89.1360107","Flooding reported on Highway 49 between Perk Beach bridge and Inda Road in Perkinston, MS."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",367491931-1781792222000-3,"Cleared: #MBHWY321 Flooding on  HWY-321 Both Directions from HWY-321 to  Road 4 E. All lanes closed. Activities: Signed and marked, Washout, Water on road.",https://twitter.com/MBGovRoads/status/2067612556621947303,"Flooding cleared on Highway 321 in Manitoba, Canada: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,twitter,gov,No,"Provincial Rd 321, Manitoba R0C, Canada",Canada,"50.0639375,-97.2307358","Flooding on Highway 321 in Manitoba, Canada has been cleared, according to the government."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",442724015-1781870891000-3,"Updated: #MBHWY583 Flooding on  HWY-583 Both Directions from HWY-5 to  HWY-592. All lanes closed. Activities: Washout, Water on road. https://t.co/I0h1SOeQjm",http://www.manitoba511.ca/Event/1351?lang=en,"Flooding prompts road closure on Manitoba 583 in Roblin, MB, Canada: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,manitoba highway conditions,gov,No,"MB-583, Roblin, MB, Canada",Canada,"51.169359,-101.281465","A road closure is in effect on Manitoba 583 in Roblin, MB, Canada, due to flooding, as announced by the government."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1460948865-1781797211000-3,Seeing some heavy delays on 59  near Sycamore Rd. Heavy flooding reported throughout the area.,https://twitter.com/KColemanFox8/status/2067633481337708557,"Flooding prompts traffic delays on Interstate 59 near Sycamore Street in New Orleans, LA: Reporter.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,twitter,reporter,No,"Sycamore St, New Orleans, LA 70118, USA",United States of America,"29.9536564,-90.1212763","Flooding on Interstate 59 near Sycamore Street in New Orleans, LA, is causing traffic delays."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",12723309818497679351781783962015-1781783962015-1,"今日午後暴雨淹雙北，度過這場雨與蟑螂的每位都是勇者
北市多地積淹水，包括公館商圈、中山北路、西門町，衡陽路甚至出現大量蟑螂，從水溝爬到騎樓",https://www.threads.com/@pts.news/post/DZud92TGScj?xmt=AQG0yQYToTO6QjFR2cLZciJc3RhsSfvIB2MJhaIvgXCZeNTqqw8lce2hsD2gbNCjTZ0pgjtI&slof=1,"Several areas affected by flooding in Taipei, Taiwan: Local News Outlet.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",3,Local Urgent,"This afternoon’s downpour flooded the Taipei-New Taipei metropolitan area; everyone who weathered this storm—and the cockroaches—is a hero.
Many areas in Taipei City experienced flooding, including the Gongguan commercial district, Zhongshan North Road, and Ximending. On Hengyang Road, large numbers of cockroaches even crawled out of the gutters and onto the arcades.",,threads,localnews,No,"Taipei, Taiwan",Taiwan,"25.0329636,121.5654268","Flooding affects several areas in Taipei, Taiwan."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",86505337276992198751781859752955-1781859752955-1,"Hujan lebat. Ada tmpt di Gombak dah banjir. Hati2 ya semua
",https://www.threads.com/@emelia_mn/post/DZwrI4LgW5O?xmt=AQG07USHLdP_XKhf1hRMoj0nWyjHLwxi8gDrwAHRkzyjpfhK93tIm-0YMDshYoKNF54JoOtd&slof=1,"Heavy rainfall prompts flooding in Gombak, Selangor, Malaysia: Local Source.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",3,Local Urgent,"Heavy rain. There are places in Gombak that are already flooded. Everyone, please be careful.
",,threads,chatter,No,"Gombak, Selangor, Malaysia",Malaysia,"3.2556281,101.6538447","Heavy rainfall causes flooding in Gombak, Selangor, Malaysia."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1506626214-1781802948000-3,"At 10:55 AM CDT, Perkinston [Stone Co, MS] Trained Spotter reports Flash Flood. Broadcast media showed picture of emergency managers performing water rescues in the vicinity of Red Creek RV Park. Spotter reports homes flooded in waist deep water. #mswx https://t.co/sqEpeTYuK6",https://mesonet.agron.iastate.edu/lsr/?by=wfo&wfo=MOB&sts=202606181555&ets=202606181555,"Emergency managers perform water rescues near Red Creek RV Park in Perkinston area of Stone, MS after reports of flash flood: Government Photo.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical, Search and Rescue",2,National Urgent,,,iowa state university,gov,No,"Stone County, MS area",United States of America,"30.78,-89.11","Emergency managers conducted water rescues near Red Creek RV Park in Perkinston, Stone, MS, following reports of flash flooding."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",445254448730951314-1781834440662-1,At Anillo Periférico/Avenida Río Churubusco - Flooding in  Mexico -- roadHazard,"https://wego.here.com/?map=19.48725,-99.02665,15,traffic&x=ep","Flooding near Rio de Los Remedios and Anillo Periferico in Ecatepec de Morelos, Mexico: Sensor.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",5,Local Signal,,int_here_road,here wego,sensor,No,"Anillo Periferico, Ecatepec de Morelos, Mexico",Mexico,"19.48725,-99.02665","Flooding reported near Rio de Los Remedios and Anillo Periferico in Ecatepec de Morelos, Mexico."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",17335761376189097551781789091192-1781789091192-1,https://www.facebook.com/SlidellPD/posts/pfbid02SGqfKSo6PRnMGxXJaJTS67D1dvy2pShaid34p1tBBch5qxsaTaugx9YeH79DxE1zl?comment_id=1896931031694090&__cft__[0]=AZZreZL39i5EC4diEeNJV14HKT1W5QUy_yEd9h39oICnRV8JgycQFIF9Xu9cuqy0TSRRiWL8Fhuxdb4zv7pJLQMmTpjgs1a8YNBcGrzK_47fAHhYyyKB3C2Pw9G424O7ffT3RstprK2j6ONFxSmx0FAUU7p5IyDq-Ea1xfLn793Z2Xz8-mCnhm1DNaqoGah1QuU&__cft__[1]=AZaOzbenVpb-a7GoovBWnOEZbf-HQr4vEiZxGzaSX6ReE92jwKOsV6Gn7Jt2pCUEFer4x0P8-YT3XEo_CUqvaigrAvak5PELZmrAYVXfJweH9Ip_R9YzXJivTBBuZAVkbYWA5v7A4NgYXUS1fqedBY96kaBPOi7FnBNfW3I85i64JA&__tn__=R]-R,https://www.facebook.com/SlidellPD/posts/pfbid02SGqfKSo6PRnMGxXJaJTS67D1dvy2pShaid34p1tBBch5qxsaTaugx9YeH79DxE1zl?comment_id=1896931031694090&__cft__[0]=AZZreZL39i5EC4diEeNJV14HKT1W5QUy_yEd9h39oICnRV8JgycQFIF9Xu9cuqy0TSRRiWL8Fhuxdb4zv7pJLQMmTpjgs1a8YNBcGrzK_47fAHhYyyKB3C2Pw9G424O7ffT3RstprK2j6ONFxSmx0FAUU7p5IyDq-Ea1xfLn793Z2Xz8-mCnhm1DNaqoGah1QuU&__cft__[1]=AZaOzbenVpb-a7GoovBWnOEZbf-HQr4vEiZxGzaSX6ReE92jwKOsV6Gn7Jt2pCUEFer4x0P8-YT3XEo_CUqvaigrAvak5PELZmrAYVXfJweH9Ip_R9YzXJivTBBuZAVkbYWA5v7A4NgYXUS1fqedBY96kaBPOi7FnBNfW3I85i64JA&__tn__=R]-R,"Flooding on Forest Glen Avenue in Slidell, LA: Local Source.","+ Floods, + Roadways - Logistics, + Roadways - Safety, + Tornados, Natural Disasters, Roadways - Physical",3,Local Urgent,https://www.facebook.com/SlidellPD/posts/pfbid02SGqfKSo6PRnMGxXJaJTS67D1dvy2pShaid34p1tBBch5qxsaTaugx9YeH79DxE1zl?comment_id=1896931031694090&__cft__[0]=AZZreZL39i5EC4diEeNJV14HKT1W5QUy_yEd9h39oICnRV8JgycQFIF9Xu9cuqy0TSRRiWL8Fhuxdb4zv7pJLQMmTpjgs1a8YNBcGrzK_47fAHhYyyKB3C2Pw9G424O7ffT3RstprK2j6ONFxSmx0FAUU7p5IyDq-Ea1xfLn793Z2Xz8-mCnhm1DNaqoGah1QuU&__cft__[1]=AZaOzbenVpb-a7GoovBWnOEZbf-HQr4vEiZxGzaSX6ReE92jwKOsV6Gn7Jt2pCUEFer4x0P8-YT3XEo_CUqvaigrAvak5PELZmrAYVXfJweH9Ip_R9YzXJivTBBuZAVkbYWA5v7A4NgYXUS1fqedBY96kaBPOi7FnBNfW3I85i64JA&__tn__=R]-R,,fb,chatter,No,"Forest Glen Avenue, Slidell, LA, USA",United States of America,"30.322484,-89.7553633","Flooding reported on Forest Glen Avenue in Slidell, LA."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",57111959728863867091781811165361-1781811165361-1,https://www.facebook.com/groups/481860743089968/?multi_permalinks=1679720259970671&hoisted_section_header_type=recently_seen,https://www.facebook.com/groups/481860743089968/?multi_permalinks=1679720259970671&hoisted_section_header_type=recently_seen,"Flooding reported at intersection of Mill Road and West Pine Street in Gulfport, MS: Blog.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",3,Local Urgent,https://www.facebook.com/groups/481860743089968/?multi_permalinks=1679720259970671&hoisted_section_header_type=recently_seen,,fb,blog,No,"West Pine Street & Mill Road, Gulfport, MS, USA",United States of America,"30.4023404,-89.0369686","Flooding reported at Mill Road and West Pine Street intersection in Gulfport, MS."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",653113538-1781801604000-3,Flooding in Harrison County on MS 53 between Herman Ladner Rd and Tally Shaw Rd. Expect delays in both directions. | #MShwys | https://t.co/X6yArksUtQ,https://www.MDOTtraffic.com/?a=562181_1,"Flooding prompts traffic delays at intersection of Mississippi 53 and Herman Ladner Road in Harrison County, MS: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,mdot traffic,gov,No,"MS-53 & Herman Ladner Rd, Mississippi 39574, USA",United States of America,"30.5780065,-89.2779371","Flooding at the intersection of Mississippi 53 and Herman Ladner Road in Harrison County, MS, is causing traffic delays."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1279431445-1781789915000-3,"Major flash flooding occurring at ShakerVillage at Pleasant Hill. The West Lot was, and has been evacuated. @NWSLouisville",https://twitter.com/Zulu123Rex/status/2067602879079158257,"Flash flooding prompts evacuation at Shaker Village of Pleasant Hill on Lexington Road in Harrodsburg, KY: Local Source Photo.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Infrastructure Commercial - Other, Natural Disasters, Roadways - Physical",2,National Urgent,,,twitter,chatter,No,"Shaker Village of Pleasant Hill, Lexington Road, Harrodsburg, KY, USA",United States of America,"37.8175139,-84.7403113","Flash flooding prompts evacuation at Shaker Village of Pleasant Hill in Harrodsburg, KY."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",851547904-1781827096000-3,Motorista registra alagamento na BR-324 e reclama das condições da via; veja https://t.co/kJbdoUqKJy  #bnews #Noticias #salvador,https://www.bnews.com.br/noticias/geral/motorista-registra-alagamento-na-br-324-e-reclama-das-condicoes-da-veja.html,"Flooding prompts traffic delay on June 14 on BR-324 in Amelia Rodrigues, Bahia, Brazil: Blog.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,Driver reports flooding on BR-324 and complains about road conditions; see https://t.co/kJbdoUqKJy #bnews #News #salvador ,uf_br_mds_pas_revision,bahia news,blog,No,"BR-324 - Amélia Rodrigues, Bahia, Brazil",Brazil,"-12.411211,-38.7523137","Flooding caused traffic delays on BR-324 in Amelia Rodrigues, Bahia, Brazil on June 14."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1628364700-1781759652000-3,Cleared Flooding on NB M-10 Location: NB M-10 after Linwood,https://twitter.com/MDOT_MetroDet/status/2067475946832109860,"Flooding cleared on Michigan 10 northbound after Linwood Avenue in Detroit, MI: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,twitter,gov,No,"M-10, Detroit, MI, USA",United States of America,"42.3931267,-83.1059165","Flooding cleared on Michigan 10 northbound after Linwood Avenue in Detroit, MI."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1560674905-1781778796000-3,High Water on Lake Washington Rd & Harris Hwy. Wood County https://t.co/HhAiqk4EVS,https://wv511.org/R/T7AMAP,"Flooding at intersection of Lake Washington Road and Harris Highway in Blennerhassett, WV: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,west virginia transportation,gov,No,"Lake Washington Rd & Harris Hwy, Blennerhassett, WV 26101, USA",United States of America,"39.246687,-81.6214636","Flooding reported at Lake Washington Road and Harris Highway intersection in Blennerhassett, WV."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",31160195501512668851781808494820-1781808494820-1,https://www.facebook.com/reel/1900994427245820,https://www.facebook.com/reel/1900994427245820,"Vehicle stuck in floodwaters during flash flooding on Three Rivers Road in Gulfport, MS: Local News Outlet.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical, Search and Rescue",2,National Urgent,https://www.facebook.com/reel/1900994427245820,,fb,localnews,No,"Three Rivers Road, Gulfport, MS, USA",United States of America,"30.4567121,-89.0697903","A vehicle became stuck in floodwaters on Three Rivers Road in Gulfport, MS, during flash flooding."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",43598593083358551811781800465275-1781800465275-1,https://www.facebook.com/share/p/1DEavX2exs/,https://www.facebook.com/share/p/1DEavX2exs/,"Road submerged due to flooding on State Route 43 in South Pearl River County, MS: Local News Outlet.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",2,National Urgent,https://www.facebook.com/share/p/1DEavX2exs/,,fb,localnews,No,"Pearl River County, Mississippi, USA",United States of America,"30.8034081,-89.6251646","Flooding has submerged a road on State Route 43 in South Pearl River County, MS."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",245245585-1781818880000-3,"Jundah Winton Road, ..., Stonehenge and Opalton. Flooding - Road closed to all traffic, Both directions. https://t.co/tVHFukYIIf",https://qldtraffic.qld.gov.au/MapView.html?id=795414,"Flooding prompts road closure on Jundah Winton Road in Jundah, QLD, Australia: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,queensland traffic,gov,No,"Jundah QLD 4736, Australia",Australia,"-24.8316136,143.0589714","A road closure is in effect on Jundah Winton Road in Jundah, QLD, Australia, due to flooding, as reported by the Government."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",6742372500410946974224-1781838681589-1,"
Council has taken swift action to repair environmental damage at Yalukit Willam Nature Reserve after a culvert was blocked without approval, disrupting water flows and flooding a sensitive habitat area.
The blockage caused a section of the Grassy Woodland on the eastern side of the reserve to become inundated.
Bayside Mayor, Cr Debbie Taylor-Haynes said Council must fulfill its obligations as the land manager and provide open space for current and future generations.
""Unauthorised works that damage public land and put protected habitat at risk will not be tolerated,"" said Cr Taylor-Haynes.
""Council will take a firm stance against rogue actions that undermine the environmental integrity of this reserve.""
""We are acting to repair the damage and protect the long-term future of this habitat.""
Visitors to this reserve may notice increased surveillance required to enhance safety and security of the site.
Council is investigating the matter and will take all the necessary steps to address the environmental damage, restore the habitat, and ensure appropriate action is taken.
here.
",https://www.miragenews.com/flooded-habitat-at-yalukit-willam-reserve-1695571/,"Flooding due to blockage of culvert at Yalukit Willam Nature Reserve in Brighton, VIC, Australia: Local News Outlet.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,uf_aus_pas_mds_revision,mirage news,localnews,No,"Yalukit Willam Nature Reserve, 558 New St, Brighton VIC 3186, Australia",Australia,"-37.8859547,144.9956096","Flooding occurred at Yalukit Willam Nature Reserve in Brighton, VIC, Australia, due to a blockage of a culvert."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1575326329-1781818381000-3,"Coorabulka Road, Wills and Bedourie. Flooding - Road closed to all traffic, Both directions. https://t.co/qGmnThSgAN",https://qldtraffic.qld.gov.au/MapView.html?id=809670,"Flooding prompts road closure on Coorabulka Road in Wills, QLD, Australia: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,queensland traffic,gov,No,"Coorabulka Rd, Wills QLD 4829, Australia",Australia,"-23.2352744,139.9293266","Flooding has prompted the closure of Coorabulka Road in Wills, QLD, Australia, according to the Government."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",695075477831268731515-1781821971474-1,"Utilize TAC 3 as your working channel. Also, use caution on Old 52 at Chestnut Grove Road. There's a lot of flooding on the road, DOT's been notified.",https://audio.dataminr.com/prod/2026/06/18/1781821879.1527874ch0segment0.wav,"Flooding reported at intersection of Chestnut Grove Road and North Old 52 Road in Stokes County, NC: Sensor.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",3,Local Urgent,,us_scanner_1,scanner,sensor,No,"Chestnut Grove Rd & N Old 52 Rd, North Carolina 27021, USA",United States of America,"36.3096552,-80.3947846","Flooding reported at Chestnut Grove Rd & North Old 52 Rd intersection in Stokes County, NC."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",802558517-1781788645000-3,LIVE UPDATES | This photo shows flooding on Apollo Drive in New Orleans. Significant flooding has also been reported in Jefferson Parish in the aftermath of Post-Tropical Storm Arthur. Follow live updates: https://t.co/y0e3Fgn7Cg  WATCH LIVE: https://t.co/7jSmvnXJ4V,https://www.wwltv.com/article/news/local/tornado-watch-in-effect-for-parts-of-louisiana-and-mississippi/289-a17cf762-8b93-4ab1-8f76-a2f77f21207d,"Flooding on Apollo Drive in New Orleans, LA: Local News Outlet Photo.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,4wwl,localnews,No,"New Orleans, LA, USA",United States of America,"29.9508941,-90.0758356","Flooding reported on Apollo Drive in New Orleans, LA, as of June 18, 2026, 13:18:42."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",514275963150916251781784129925-1781784129925-1,https://www.facebook.com/ScotPilieWx/posts/pfbid02hBnR8aJ95QkU8eKp8cfR8GSNRimMkiThH8UVjYTscHPTJLboFFJjpmS2fC7Cov72l?comment_id=1016877964179579,https://www.facebook.com/ScotPilieWx/posts/pfbid02hBnR8aJ95QkU8eKp8cfR8GSNRimMkiThH8UVjYTscHPTJLboFFJjpmS2fC7Cov72l?comment_id=1016877964179579,"Flash flooding in front yard in Gray, LA: Local Source Photo.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",2,National Urgent,https://www.facebook.com/ScotPilieWx/posts/pfbid02hBnR8aJ95QkU8eKp8cfR8GSNRimMkiThH8UVjYTscHPTJLboFFJjpmS2fC7Cov72l?comment_id=1016877964179579,,fb,chatter,No,"Kenner, LA, USA",United States of America,"29.9940924,-90.2417434","Flash flooding reported in Gray, LA, with photos from a local source showing flooding in a front yard."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",800079452-1781818326000-3,"Local Road, ..., Farrars Creek. Flooding - Road closed to all traffic, All directions. https://t.co/eejUBAcKSD",https://qldtraffic.qld.gov.au/MapView.html?id=809669,"Flooding prompts road closure in Farrars Creek, QLD, Australia: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,queensland traffic,gov,No,"Farrars Creek QLD 4481, Australia",Australia,"-25.1732317,141.3512552","Flooding has prompted a road closure in Farrars Creek, QLD, Australia, according to the Government."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",583676773-1781804067000-3,"At 12:10 PM CDT, 2 E Pinto Island [Baldwin Co, AL] Dept of Highways reports Coastal Flood. ALDOT cameras show splash over causing traffic delays at the eastbound causeway I-10 ramp. The on ramp and right lane of eastbound is closed. #alwx https://t.co/qyaleJSTIa",https://mesonet.agron.iastate.edu/lsr/?by=wfo&wfo=MOB&sts=202606181710&ets=202606181710,"Flooding prompts traffic delays on Interstate 10 near Pinto Island, Mobile, AL: Government Photo.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",1,Global Urgent,,,iowa state university,gov,No,"Pinto Island, Mobile, AL, USA",United States of America,"30.6754681,-88.0269421","Flooding on Interstate 10 near Pinto Island in Mobile, AL is causing traffic delays."
